MapID;Name;Shape;Position;Rotation;Unk2C;Unk40;MapStudioLayer;UnkE08;MapID;UnkS04;UnkS0C;ActivationPartName;EntityID;UnkT00;
m10_00_00_00;Runtime_Shield_Portal_190919_211315_Child;SoulsFormats.MSB+Shape+Point;<-86.082, 12.254, 6.348>;<0, 0, 0>;7516;0;4294967295;255;-1;0;-1;;0;22;
m10_00_00_00;Runtime_Shield_Portal_190919_211315_Parent;SoulsFormats.MSB+Shape+Point;<-92.7, 12.281, -2.894>;<0, 0, 0>;7515;0;4294967295;255;-1;0;-1;;0;20;
m10_00_00_00;Runtime_Shield_Portal_190919_211319_Child;SoulsFormats.MSB+Shape+Point;<-79.516, 12.249, 15.907>;<0, 0, 0>;7517;0;4294967295;255;-1;0;-1;;0;21;
m10_00_00_00;Runtime_Shield_Portal_190919_211353_Child;SoulsFormats.MSB+Shape+Point;<-116.431, 21.925, 9.993>;<0, 0, 0>;7519;0;4294967295;255;-1;0;-1;;0;10;
m10_00_00_00;Runtime_Shield_Portal_190919_211353_Parent;SoulsFormats.MSB+Shape+Point;<-109.81, 21.925, 14.96>;<0, 0, 0>;7518;0;4294967295;255;-1;0;-1;;0;9;
m10_00_00_00;Runtime_Shield_Portal_190919_211356_Child;SoulsFormats.MSB+Shape+Point;<-118.962, 21.925, 1.969>;<0, 0, 0>;7520;0;4294967295;255;-1;0;-1;;0;13;
m10_00_00_00;Runtime_Shield_Portal_190919_211358_Child;SoulsFormats.MSB+Shape+Point;<-124.264, 21.925, 5.163>;<0, 0, 0>;7521;0;4294967295;255;-1;0;-1;;0;12;
m10_00_00_00;Runtime_Shield_Portal_190919_211401_Child;SoulsFormats.MSB+Shape+Point;<-127.298, 22.273, 2.453>;<0, 0, 0>;7522;0;4294967295;255;-1;0;-1;;0;11;
m10_00_00_00;Runtime_Shield_Portal_190919_211649_Parent;SoulsFormats.MSB+Shape+Point;<-110.836, 30.617397, 12.025>;<0, 0, 0>;7523;0;4294967295;255;-1;0;-1;;0;31;
m10_00_00_00;Runtime_Shield_Portal_190919_211655_Child;SoulsFormats.MSB+Shape+Point;<-120.714, 29.116, 16.34>;<0, 0, 0>;7526;0;4294967295;255;-1;0;-1;;0;15;
m10_00_00_00;Runtime_Shield_Portal_190919_211659_Child;SoulsFormats.MSB+Shape+Point;<-121.529, 30.582, 22.461>;<0, 0, 0>;7527;0;4294967295;255;-1;0;-1;;0;16;
m10_00_00_00;Runtime_Shield_Portal_190919_211702_Child;SoulsFormats.MSB+Shape+Point;<-123.786, 30.585, 27.114>;<0, 0, 0>;7528;0;4294967295;255;-1;0;-1;;0;30;
m10_00_00_00;Runtime_Shield_Portal_190919_212207;SoulsFormats.MSB+Shape+Point;<-132.335, 30.04, 24.329>;<0, 0, 0>;7529;0;4294967295;255;-1;0;-1;;0;19;
m10_00_00_00;遮蔽ポータル_100_01_外部;SoulsFormats.MSB+Shape+Point;<-286.759, 60, 227.354>;<0, 0, 0>;7541;0;4294967295;255;-1;0;-1;;0;100;
m10_00_00_00;遮蔽ポータル_100_02_外部;SoulsFormats.MSB+Shape+Point;<-286.71, 54.209, 227.093>;<0, 0, 0>;7542;0;4294967295;255;-1;0;-1;;0;100;
m10_00_00_00;遮蔽ポータル_100_03;SoulsFormats.MSB+Shape+Point;<-242.481, 14.636, 112.602>;<0, 0, 0>;7547;0;4294967295;255;-1;0;-1;;0;102;
